Topic,Stance,Text,Source,Annotator
Vaccination,Against,"And in many countries in Africa, the poorest of the poor were questioning as far back as 2003 whether vaccines were the cause of Nigeria’s raging surge in autism.",krzana big,Marc
Vaccination,Favour,"and we trust scientific methods which says there is no risk of autism from the MMR vaccine,"" Trezona said.",krzana first week,Marc
Vaccination,Against,"And when they do, they don't provide lifelong immunity.",,Marc
Vaccination,Favour,"And with a growing number of pockets across the country where vaccination rates are low, the U.S. is likely to find itself having to fight ever larger outbreaks when unvaccinated Americans get infected abroad and return home sick, or when infected tourists bring the virus to the country.",krzana big,Marc
Vaccination,Favour,"Animals can be exposed to a variety of dangerous illnesses in their lives, but a standard course of vaccinations can prevent them.",,Marc
Vaccination,Neutral,"Another difficulty is raised by campaigns, carried out widely in recent years for polio and measles, that may keep no records of individual vaccinations, only total numbers of doses administered [34].",,Marc
Vaccination,Neutral,"Another list of established vaccine abbreviations is at the CDC's page called ""Vaccine Acronyms and Abbreviations"", with abbreviations used on U.S. immunization records.",Wikipedia: vaccine,Marc
Vaccination,Against,Anti vaxxers are people who claim that vaccine does more harm than good or is not necessary so they do not give it to their children for instance.,,Marc
Vaccination,Against,Anti-vaccination activists are using the yellow Star of David that Nazis forced Jews to wear during World War II to promote their cause.,krzana first week,Marc
Vaccination,Against,Anti-vaccination protesters have lately taken to equating public health measures like Rockland County's ban to Nazi persecution of Jews - a comparison that has earned the rebuke of the Anti-Defamation League and the Auschwitz Memorial and Museum.,,Marc
Vaccination,Against,"Anti-vaccine activists are countering the mounting public health response to the measles outbreaks, reports the Post.",,Marc
Vaccination,Favour,Anti-vaxxers stand in way of Pakistan's final fight against polio,https://www.aljazeera.com/indepth/features/anti-vaxxers-stand-pakistan-final-fight-polio-190513121511307.html,Marc
Vaccination,Against,"As a result, Congress created the National Vaccine Injury Compensation Program (NVICP); to help victims of adverse vaccine reactions.",krzana first week,Marc
Vaccination,Against,"As I said earlier, the way these two doctors look at the world misses many kids who are injured by vaccine in year one of their lives, so I think the number is far higher than 50 percent of kids with autism who got it because of vaccines, but no one knows for sure.",krzana big,Marc
Vaccination,Neutral,"As of 2015, DNA vaccination is still experimental and is not approved for human use.",Wikipedia: vaccine,Marc
Vaccination,Favour,"As part of its role to protect the public interest, the College of Chiropractors of Ontario (CCO) recognizes that vaccinations, as mandated in the Province of Ontario, provide a safe and effective means to protect individuals from infectious diseases.",krzana big,Marc
Vaccination,Favour,"As part of their regular dog care services, dogs need to be properly vaccinated at regular intervals to help them deal with any diseases and ailments.",,Marc
Vaccination,Against,"As The Washington Post has previously reported, public health experts link the surge to pockets of unvaccinated children nationwide, populations deemed vulnerable in large part because their parents have hesitated or refused to get them immunized.",,Marc
Vaccination,Favour,"As well as pointing to countries where weak health care and poverty underpin the rise in measles cases, Fore and Ghebreyesus squarely direct blame in high and middle income countries at the growing wave of vaccine hesitancy and spread of misinformation.",krzana big,Marc
Vaccination,Favour,"At Intermountain Pet Hospital, we ensure that your pets stay healthy and happy by staying on top of the most current vaccination protocols",,Marc
Vaccination,Neutral,"At its page on tetanus vaccination,[47] the CDC further explains that ""Upper-case letters in these abbreviations denote full-strength doses of diphtheria (D) and tetanus (T) toxoids and pertussis (P) vaccine.",Wikipedia: vaccine,Marc
Vaccination,Neutral,Attenuated vaccines have some advantages and disadvantages.,Wikipedia: vaccine,Marc
Vaccination,Favour,Australia ramps up measles warnings as cases jump.,,Marc
Vaccination,Neutral,Avian flu vaccine development by reverse genetics techniques.,Wikipedia: vaccine,Marc
Vaccination,Against,"Based on the results of this study, Wakefield claimed to have discovered a link between the measles, mumps and rubella (MMR) vaccine and autism.",,Marc
Vaccination,Against,"Because of Hannah Poling, Dr. Zimmerman became convinced that vaccines are indeed capable of causing autism under certain circumstances, representing a change in his previously held positions.",krzana big,Marc
Vaccination,Against,"Bergfors E, Trollfors B, Inerot A. Unexpectantly high incidence of persistent itching and delayed hypersensitivity to aluminum in children after the used of absorbed vaccines from a single manufacturer.",krzana big,Marc
Vaccination,Favour,"Both fortunate and unfortunate, vaccinations have worked so well over the last decades that the majority of Americans do not have a personal connection to how devastating and disfiguring a childhood disease like measles can be.",krzana first week,Marc
Vaccination,Favour,"Broniatowski said trolls tweeted about vaccines about 22 times more often than regular Twitter users, or about once every 550 tweets, versus every 12,000 tweets for human accounts",https://www.ckn.org.au/content/russian-trolls-accused-spreading-anti-vaccine-propaganda-online,Marc
Vaccination,Against,"But a posteriori reasoning, from the cases of Leicester, Birmingham, Warrington, Dewsbury, and Gloucester, is of value; but it is of value as showing the utter uselessness of vaccination, and it is therefore, perhaps, wise for the professional upholders of vaccination to ignore it.",krzana big,Marc
Vaccination,Against,"But according to official data from the U.S. Centers for Disease Control and Prevention (CDC), not a single person has died while being infected with measles in more than 15 years",http://www.thetruthseeker.co.uk/?p=187801,Marc
Vaccination,Favour,"But Begun said a larger number may delay the first measles-mumps-rubella vaccine until 2 years of age instead of the recommended 1 year, vastly increasing the number of unvaccinated children who can be infected.",krzana big,Marc
Vaccination,Neutral,"But between liberal stronghold states like California passing tough new vaccination requirements, and President Donald Trump endorsing vaccine conspiracy theories, the issue appears to be resettling along more partisan lines.",krzana big,Marc
Vaccination,Neutral,"But even if the US doesn’t get a new Lyme vaccine, there still might be ways to stop the spread of the disease.",krzana big,Marc
Vaccination,Against,But from a young age my son has been fearful and this isn’t surprising since in one study over 90% of toddlers and 45% of 4-6 year old children experienced serious to severe distress during vaccinations.,krzana big,Marc
Vaccination,Against,But he also said he's wary of any moves by the legislature to make vaccination exemptions harder to come by,,Marc
Vaccination,Against,"But in 2011 alone, the Bill and Melinda Gates’ polio vaccine campaign in India caused 47,500 cases of paralysis and death.",krzana big,Marc
Vaccination,Against,But security concerns—there are 20 armed insurgency groups in the area—and community reluctance to be vaccinated have prevented vaccine teams from creating rings around 175 cases.,krzana big,Marc
Vaccination,Against,"But since vaccination, there has been no decrease in the incidence of cervical cancer reached 6.68 in 2015 .",krzana big,Marc
Vaccination,Favour,But the sad truth is that around 5 lakh kids still die of diseases preventable by vaccines every year in India.,krzana first week,Marc
Vaccination,Against,"But when the boy turned 3, Ward began to worry about risks associated with vaccines, like fever or rare, but serious allergic reactions.",krzana first week,Marc
Vaccination,Neutral,But you can always choose other producer and use the needle more often.,,Marc
Vaccination,Against,"By making vaccinations mandatory, it takes away the rights of the parent.",Perspectrum dataset,Marc
Vaccination,Favour,California's vaccination rate slips as medical exemptions rise,https://www.wired.com/story/californias-vaccination-rate-slips-as-medical-exemptions-rise/,Marc
Vaccination,Favour,Case in point: Research has shown that many children whose parents have chosen to delay shots never get them at all.,,Marc
Vaccination,Against,"CDC document bombshell reveals list of all vaccine excipients, including “African Green Monkey Kidney Cells” and fibroblast cells from aborted human fetuses",https://www.naturalnews.com/2017-03-06-cdc-document-bombshell-reveals-list-of-all-vaccine-excipients-including-african-green-monkey-kidney-cells-and-fibroblast-cells-from-aborted-human-fetuses-see-the-complete-list.html,Marc
Vaccination,Favour,CDC finds 78 new measles cases as outbreak sprints toward record; experts blame those against vaccinations,,Marc
Vaccination,Neutral,"Child vaccination coverage in low- and middle-income countries is still far from complete, mainly among marginalized people such as children with illiterate mothers.",soi evaluation,Marc
Vaccination,Against,"Childhood immunization campaigns have been interrupted in Nigeria, India and Indonesia because of misinformation spreading on Facebook and WhatsApp, he said.",,Marc
Vaccination,Against,Children may not benefit from vaccines.,Perspectrum dataset,Marc
Vaccination,Against,CHINESE SCIENTISTS FIND MICE INJECTED WITH THIMEROSAL (VACCINE MERCURY) HAVE BEHAVIORAL IMPAIRMENTS SIMILAR TO AUTISM,krzana big,Marc
Vaccination,Against,CNN also reported that Amazon accepts paid advertisements for promoting anti-vaccine media.,krzana big,Marc
Vaccination,Favour,Colorado's low childhood vaccination rate worries Gov. Jared Polis,,Marc
Vaccination,Favour,"COLUMBUS, Ohio — After a measles' outbreak in Rockland County, New York, and confirmed cases in other states, the Centers for Disease Control is urging people to get the MMR vaccination if traveling.",https://myfox28columbus.com/news/local/after-outbreak-in-nyc-columbus-jewish-family-services-offers-free-measles-vaccinations,Marc
Vaccination,Against,"Commentary, a serious publication that covers politics, refers to skeptics as vaccination truthers.",,Marc
Vaccination,Favour,Compulsory Immunization will create a herd immunity to protect those who cannot be vaccinated.,Perspectrum dataset,Marc
Vaccination,Against,Compulsory vaccination violates the individuals’ right to bodily integrity,Perspectrum dataset,Marc
Vaccination,Favour,Compulsory vaccines are a financial relief on the health system,Perspectrum dataset,Marc
Vaccination,Against,Concerns about potential side effects of HPV vaccination were commonly reported by hesitant parents and HCWs in studies but came in second for studies with hesitant adolescents.,,Marc
Vaccination,Favour,"Concerns have been raised that the anti-vaccination movement is targeting children via Amazon warehouses, after a Hampshire mother found a leaflet condemning the HPV vaccine tucked inside a children’s book she had purchased from the online retailer.",https://www.theguardian.com/books/2019/apr/29/amazon-investigates-after-anti-vaxxer-leaflet-found-hidden-in-childrens-book,Marc
Vaccination,Against,"Concerns were raised about vaccination rates in advanced countries including the USA, Ireland, Australia, and the UK.",krzana big,Marc
Vaccination,Neutral,Council’s flu vaccine contains the four most common strains of the flu virus of which two strains differ from last year’s vaccine.,krzana first week,Marc
Vaccination,Neutral,"Currently, 16 vaccines are covered by VICP.",krzana big,Marc
Vaccination,Against,Deadly side effects can result from vaccines.,Perspectrum dataset,Marc
Vaccination,Favour,"Despite the desire from Congolese officials for a single-vaccine approach, the rollout of a second vaccine for compassionate use could not only curb the spread of the current outbreak, but also provide valuable data in the event of a future epidemic.'",krzana big,Marc
Vaccination,Against,"Doctors in India have expressed concerns about the Pentavalent vaccine in the Indian Journal of Medical Ethics, and suggested it could be behind around 8100 deaths annually in Indian children.",krzana big,Marc
Vaccination,Favour,Doctors Urge Vaccinations as CDC Warns of Measles Outbreaks,,Marc
Vaccination,Neutral,"Dr Jenner performing his first vaccination on James Phipps, a boy of age 8.",Wikipedia: vaccination,Marc
Vaccination,Against,"Dr. Geier points out how ridiculous it is to spend billions of dollars on a vaccine that might, at its best, save about 50 lives a year, when there are far more serious problems causing death that are more worthy of that kind of expenditure.",krzana big,Marc
Vaccination,Favour,"Dr. Peter Hotez, a pediatrician who believes Amazon’s willingness to allow vaccine skeptics top-billing is causing a serious medical crisis, is one such expert who is sounding alarm bells.",krzana big,Marc
Vaccination,Neutral,"DTaP is administered with one injection but contains three separate vaccine doses, for diphtheria, tetanus, and acellular pertussis.",krzana big,Marc
Vaccination,Neutral,"Due to their national vaccine shortage, Brazil was no longer able to export YF vaccine, as they had done for use in Angola and DRC in 2016.",krzana big,Marc
Vaccination,Neutral,"During the 2017-18 school year, only 88.7 percent of kindergarteners in Colorado received the vaccine to protect against measles, mumps and rubella — one of the lowest rates in the nation, according to the Centers for Disease Control and Prevention",,Marc
Vaccination,Against,"During the past years, a collection of symptoms primarily consistent with sympathetic nervous system dysfunction have been described as suspected side effects to the Q-HPV vaccine.",krzana first week,Marc
Vaccination,Favour,"During the period when 85.5 percent of all babies born were vaccinated and another ten per cent of them died before they were old enough for vaccination, these two countries had an average annual number of 3,708 deaths from smallpox.",krzana big,Marc
Vaccination,Favour,"Each of these programs has used a combination of routine vaccination, itself successful in some populations, supplemented by campaigns in high-risk regions and populations in order to stop the final chains of transmission.",,Marc
Vaccination,Favour,"Earlier this month, the International Agency for Research on Cancer (IARC) linked to the World Health Organization (WHO) issued a statement alerting to the problem and stating that the vaccine is safe and crucial to eliminate cervical cancer.",krzana big,Marc
Vaccination,Against,"Earlier this year the leading Islamic court in Indonesia found that the measles vaccine in that country is haram, or religiously unacceptable...",krzana big,Marc
Vaccination,Neutral,"Early attempts at confirmation were confounded by contamination with smallpox, but despite controversy within the medical profession and religious opposition to the use of animal material, by 1801 his report was translated into six languages and over 100,000 people were vaccinated.",Wikipedia: vaccination,Marc
Vaccination,Neutral,"Electroporation System for experimental ""DNA vaccine"" delivery",Wikipedia: vaccine,Marc
Vaccination,Favour,ensure vaccination policies that contribute to the sustainability of our healthcare systems and the productivity of our societies,,Marc
Vaccination,Favour,"Especially in the comments with a positive attitude towards the vaccine, the HPV–cervical cancer link was taken for granted; the HPV vaccine was framed unambiguously as a cancer vaccine.",krzana first week,Marc
Vaccination,Neutral,European countries have different models of vaccination that have been modified in recent decades.,krzana big,Marc
Vaccination,Neutral,"Evaluation of RIX4414, a live, attenuated rotavirus vaccine, in a randomized, double-blind, placebo-controlled phase 2 trial involving 2464 Singaporean infants.",krzana big,Marc
Vaccination,Against,"Even in Canada, the measles mortality rate had declined by 98% BEFORE the measles vaccine was introduced.",krzana big,Marc
Vaccination,Favour,"even tho vaccines don’t cause autism, the hatred and fear anti-vaxx people have for autistic people is insulting.",,Marc
Vaccination,Favour,"Every year in the United States, thousands of adults become seriously ill and are hospitalized because of diseases that vaccines can help prevent.",krzana big,Marc
Vaccination,Neutral,"Examples include the polio vaccine, hepatitis A vaccine, rabies vaccine and some influenza vaccines.",Wikipedia: vaccine,Marc
Vaccination,Neutral,Examples of toxoid-based vaccines include tetanus and diphtheria.,Wikipedia: vaccine,Marc
Vaccination,Against,"Exposes the Myths & Lies of the Vaccine Industry (Oct. 15, 2009)",krzana big,Marc
Vaccination,Against,Fear of needles and injections (9.4%) and low perceived need for the vaccine or low risk of HPV/cervical cancer (14.1%) were the categories least often reported by hesitant participants across all studies.,krzana first week,Marc
Vaccination,Against,"Filipinos' confidence in vaccines fell dramatically after a 2014 scandal involving a new dengue fever vaccine, Dengvaxia.",krzana first week,Marc
Vaccination,Neutral,"First, clarifying the religious logic behind vaccination can help prevent costly and tense legal battles such as Kunkel’s, and head off confrontations between church and state before they unfold.",krzana first week,Marc
Vaccination,Neutral,"Fogelman wrongly approved “experts” who lacked authority to testify, knew nothing about a key federal vaccination organization and failed to give the father help the law requires for litigants who lack legal representation, Harris said in written pleadings.",krzana big,Marc
Vaccination,Against,"Following a record number of children developing adverse reactions, including meningitis, loss of limbs, and even sudden death, the Japanese government banned the measles, mumps, and rubella (MMR) vaccine from its vaccination program, despite facing serious opposition from Big Pharma.",krzana big,Marc
Vaccination,Neutral,"For example, the vaccine names used in the United States have well-established abbreviations that are also widely known and used elsewhere.",Wikipedia: vaccine,Marc
Vaccination,Neutral,"For information regarding concomitant administration of Tripedia vaccine with other vaccines, refer to CLINICAL PHARMACOLOGY and DOSAGE AND ADMINISTRATION sections.",krzana big,Marc
Vaccination,Neutral,for some diseases vaccination performs better than for others,Wikipedia: vaccine,Marc
Vaccination,Neutral,"For studies with hesitant HCWs, the second most commonly reported theme was a low perceived need for the vaccine or a low perceived risk of HPV and/or cervical cancer.",krzana first week,Marc
Vaccination,Favour,"Former boxer Anthony Mundine was labelled a ""peanut"" and ""extremely dangerous"" as prominent Australians condemned him for spreading conspiracy theories promoting anti-vaccination.",krzana first week,Marc
Vaccination,Neutral,"From the point of view of an individual, therefore, the ideal (selfish) strategy is that everyone else should be directly protected by vaccination, allowing the exceptional freeloaders to benefit from the indirect protection this provides.",,Marc
Vaccination,Favour,Fun Fact of the Day: the live attenuated virus in a vaccine does not cause disease in otherwise healthy individuals with normal immune systems (or autism),,Marc
Vaccination,Against,Further research showed none of the children in Wakefield’s study had autism within days of receiving the MMR vaccine.,,Marc
Vaccination,Favour,"Furthermore, a US congressman has called on Facebook, Google and Amazon to remove content critical of the vaccine program.",krzana big,Marc
Vaccination,Favour,"Gardasil HPV vaccine is safe and effective and will prevent girls from developing cervical cancer in the future,” the HSE says on its website.",krzana first week,Marc
Vaccination,Favour,"George Tambassis from the Pharmacy Guild, whose members sell the flu vaccine, said boosting community immunity was the best way to protect against the flu.",krzana first week,Marc
Vaccination,Favour,"Girls who were vaccinated at ages 12-13 got a greater benefit: the vaccine was 86 percent effective for them, and 51 percent effective when given at age 17.",krzana first week,Marc
Vaccination,Favour,Half a million UK children at risk of measles after missing vaccination,krzana big,Marc
Vaccination,Against,"Hannah Poling’s leaked case spurred the vaccine industry into damage-control mode, as Hannah’s story led most mainstream news coverage for several nights, especially on CNN, right in the CDC’s Atlanta backyard.",krzana big,Marc
Vaccination,Neutral,"He distinguished 'true' and 'spurious' cowpox (which did not give the desired effect) and developed an ""arm-to-arm"" method of propagating the vaccine from the vaccinated individual's pustule.",Wikipedia: vaccination,Marc
Vaccination,Favour,"He reveals how misinformation helped measles take root in an Ultra-Orthodox Jewish community in Brooklyn and why global health officials are now scrambling to contain a disease that just two years ago, seemed to be disappearing.",https://www.cbc.ca/radio/whitecoat/measles-is-making-a-comeback-so-how-did-we-get-here-1.5094789,Marc
Vaccination,Against,He says the vaccine violates his beliefs because it's produced using cell lines derived from aborted fetuses generations,Rishy's sheet - randonm selection,Marc
Vaccination,Against,He says the vaccine violates his beliefs because it's produced using cell lines derived from aborted fetuses generations ago.,,Marc
Vaccination,Neutral,"He was given a combination of eight different vaccines, which is the norm for a two month old.",krzana big,Marc
Vaccination,Favour,"Health clinics in the city are offering free vaccinations to try and stem the problem, if New Yorkers fail to take up this offer, they will face a £765 ($1,000) fine.",krzana first week,Marc
Vaccination,Favour,Health officials said the majority of people who got measles were unvaccinated,,Marc
Vaccination,Favour,"Health-care professionals can also be misinformed. The most notable is Andrew Wakefield, the discredited physician who started the vaccines cause autism myth, with the recent 9th anniversary of that fraudulent study’s retraction.",,Marc
Vaccination,Against,Helen has been against vaccination since her youngest son had a violent reaction to a diphtheria shot 18 years ago.,krzana big,Marc
Vaccination,Against,Help Stop Forced Vaccination in NYC,soi evaluation,Marc
Vaccination,Against,"Her saga of desperately trying to gain a fair settlement from the secretive National Vaccine Compensation Program, (NVCP), the US government-run “vaccine court.",krzana big,Marc
Vaccination,Neutral,"Her team was awarded a five-year, $10.7 million grant to develop a vaccine for chlamydia.",krzana big,Marc
Vaccination,Favour,HHS Secretary Alex Azar also stressed the importance of vaccination in a related statement.,krzana big,Marc
Vaccination,Neutral,"However, anyone born before 1989 likely only got one dose of the vaccine.",krzana big,Marc
Vaccination,Favour,"However, for vaccine opponents, a 0.000001 percent chance of severe reactions is too high to justify vaccinations, while a 0.0002 percent chance of death is too low to justify vaccinations.",krzana first week,Marc
Vaccination,Against,"HPV vaccination should be stopped, Duesberg says, until there is proof that it protects against cancer.",krzana first week,Marc
Vaccination,Neutral,HPV vaccine Gardasil to be offered to boys as well as girls in Northern Ireland,,Marc
Vaccination,Favour,"HPV vaccine, which protects against cervical cancer – two injections given 6-12 months apart",krzana big,Marc
Vaccination,Favour,"https://t.co/fPN9FdXiD6 pic.twitter.com/SrRlOyBXg7 — USA TODAY (@USATODAY) April 8, 2019 In a high-profile showdown in Rockland County, the epicenter of New York’s worst measles outbreak in decades, a judge has put a hold on local officials’ controversial effort to ban unvaccinated children from public places.",,Marc
Vaccination,Favour,"https://t.co/k1wDOhAXxB — NBC Nightly News with Lester Holt (@NBCNightlyNews) April 9, 2019 Public health experts link the surge to pockets of unvaccinated children across the country, populations deemed vulnerable because their parents have hesitated or refused to get them immunized — the product of an anti-vaccination movement that has spread misinformation around the world.",,Marc
Vaccination,Favour,"https://t.co/Qan7Xs11RP — The Washington Post (@washingtonpost) April 8, 2019 Meanwhile, health advocates, experts and international agencies have continued to raise alarms about so-called “vaccine hesitancy.” The World Health Organization recently dubbed it one of the top global threats of 2019.",,Marc
Vaccination,Against,"I am not born into an original sin that needs 72 vaccines,” Bigtree shouted at a recent rally in Austin, Texas, to a cheering crowd.",krzana big,Marc
Vaccination,Favour,"I am very happy now, as my cows are safe”, a jubilant Abu quipped after vaccinating his remaining nine cattle.",krzana big,Marc
Vaccination,Favour,"I have therefore determined, not only to innoculate all the Troops now here, that have not had it, but shall order Docr Shippen to innoculate the Recruits as fast as they come in to Philadelphia.",,Marc
Vaccination,Against,I hope my colleagues in the Senate and House will agree: Informed Consent is a basic human right of consenting or refusing a medical treatment or procedure – including vaccinations.,krzana big,Marc
Vaccination,Favour,I repeat NO link between MMR vaccine and Autism it Does NOT cause or increase the incidence of Autism,,Marc
Vaccination,Against,"I wondered if they knew that the vaccine for meningitis only gives temporary protection and if given to a million Colorado children, 10,000 of them would suffer severe injury and at least 30 would die?",krzana big,Marc
Vaccination,Against,I've just made two donations in support of legal action to stop NYC's recently declared forced vaccination program.,krzana first week,Marc
Vaccination,Neutral,"I’m glad vaccines exist, just like I’m glad antibiotics exist, but we’ve abused the hell out of them.",krzana first week,Marc
Vaccination,Neutral,"idiosyncratic response to vaccination; some individuals are ""non-responders"" to certain vaccines, meaning that they do not generate antibodies even after being vaccinated correctly.",Wikipedia: vaccine,Marc
Vaccination,Favour,"If a greater proportion are immune, then incidence will decline.",,Marc
Vaccination,Neutral,"If the only effect of a vaccine were to prevent disease but not to alter either the risk of infection or infectiousness, then there would be no indirect effect, and no herd immunity.",,Marc
Vaccination,Favour,"If you want to eradicate diseases of today going forward, you should support vaccines.",Perspectrum dataset,Marc
Vaccination,Favour,iHV welcomes Public Health England’s support to UK vaccine heroes –,krzana big,Marc
Vaccination,Neutral,Imugene presented positive clinical Phase Ib data for its HER-Vaxx B-cell vaccine at American Association for Cancer Research,krzana big,Marc
Vaccination,Neutral,In 1798 Jenner published An Inquiry into the Causes and Effects of the Variolae Vacciniae,Wikipedia: vaccination,Marc
Vaccination,Against,In 1955 batches of polio vaccine containing live polio virus infected and paralysed hundreds of children.,krzana big,Marc
Vaccination,Against,"In 1989, the Japanese government made the MMR vaccine mandatory, but they experienced a large number of serious adverse reactions, and in 1993 banned MMR.",krzana big,Marc
Vaccination,Against,"In 1994, she started the Australian Vaccination Network, an advocacy group for people who believed they had been injured by vaccines.",krzana big,Marc
Vaccination,Neutral,"In 2000, officials announced they had eradicated measles in the United States.",,Marc
Vaccination,Neutral,"In 2003, the year that half a million people were vaccinated in the USA –",krzana big,Marc
Vaccination,Neutral,"In 2011, the Institute of Medicine (part of the US National Academies) released ""Adverse Effects of Vaccines: Evidence and Causality"", with a chapter on the HPV vaccines.",krzana big,Marc
Vaccination,Against,"In 2017 Philippines erupted in anger when it was revealed that the Dengue vaccine manufactured by Sanofi approved in the country and administered to 800,000 children had ignored a warning it could increase the cases of severe dengue in persons previously exposed to the disease.",krzana big,Marc
Vaccination,Neutral,"In 2017, about 29 percent of children between 19 and 35 months were under-immunized in the state, according to a recent report by Children’s Hospital Colorado.",,Marc
Vaccination,Neutral,"In 2019, vaccinations can feel like just one more topic that people can’t stop fighting about, online and elsewhere.",krzana big,Marc
Vaccination,Favour,"In a blog post, Twitter vice president of trust and safety Del Harvey wrote “at Twitter, we understand the importance of vaccines in preventing illness and disease and recognize the role that Twitter plays in disseminating important public health information.",krzana big,Marc
Vaccination,Against,"In a lawsuit filed with the Kings County Supreme Court Monday, five groups of parents from the Williamsburg community who refuse to be vaccinated argue they’ve suffered “irreparable harm” from the city’s emergency order, which has caused them to be “ostracized by neighbors” and be “treated like pariahs.",krzana big,Marc
Vaccination,Favour,"In a rare order, New York City is requiring residents of a heavily Orthodox Jewish neighborhood to be vaccinated for measles.",,Marc
Vaccination,Against,"In a revealing study published in June 2011 in the journal Molecular Biology Reports, researchers demonstrated that hepatitis B vaccine alters the expression of 144 genes in the mouse liver within 1 day of vaccination, 7 of which are related to inflammation and metabolism.",krzana big,Marc
Vaccination,Favour,"In a study that included approximately 95,000 children with older siblings, receipt of the measles-mumps-rubella (MMR) vaccine was not associated with an increased risk of autism spectrum disorders (ASD), regardless of whether older siblings had ASD, findings that indicate no harmful association between receipt of MMR vaccine and ASD even among children already at higher risk for ASD, according to a new study",,Marc
Vaccination,Neutral,"In addition, they plan to surface vaccination-related information from more authoritative sources.",,Marc
Vaccination,Against,"In another study, the DTP Vaccine is associated with a 212% increased infant mortality rate.",krzana big,Marc
Vaccination,Favour,"In fact, the World Health Organization declared the anti-vaccination movement one of the Top 10 health threats in 2019.",,Marc
Vaccination,Favour,"In February, Democratic Rep. Adam Schiff (D-Cali.) sent a letter to Google and Facebook detailing concerns that their platforms were being used to tout vaccine misinformation.",krzana big,Marc
Vaccination,Favour,"In February, YouTube stopped serving ads to lots of popular channels that promote anti-vaccine conspiracy theories.",krzana big,Marc
Vaccination,Favour,"In girls and young women aged nine to 26, the vaccines have been proven to protect against two types of HPV that cause about 70 per cent of cervical cancer cases, and two more types that cause about 90 per cent of genital warts cases.",krzana big,Marc
Vaccination,Against,"In honor of International Vaccine Injury Awareness Day, June 3rd, VAXXED Team is releasing FREE 20 minute condensed short version of VAXXED:",krzana big,Marc
Vaccination,Against,In India such vaccines forced on healthy school girls ( who do NOT have premarital sex ) actually may increase their risk of developing precancerous lesions and cancer by more than 50 percent!,krzana big,Marc
Vaccination,Favour,"In lab tests in mice, the vaccine drastically increased the success of checkpoint blockade immunotherapy, the type of immunotherapy responsible for the complete remission of former President Jimmy Carter's cancer and the focus of the 2018 Nobel Prize in Medicine.",krzana first week,Marc
Vaccination,Against,"In May 2015, the CDC published a study in Clinical Infectious Diseases that analyzed the VAERS database for reports of serious adverse events after MMR vaccination in adults.",krzana big,Marc
Vaccination,Against,"In neighboring Colorado, though, opposition to vaccine requirements became an attractive issue for conservatives, a minority in the state Legislature.",krzana big,Marc
Vaccination,Favour,"In neighboring New York, medical organizations and county health officials on Monday called for eliminating that state's religious exemptions for vaccines and allowing only medical exemptions.",krzana big,Marc
Vaccination,Neutral,"In New York’s ultra-Orthodox community, the anti-vaccine movement has no clear public leader.",krzana first week,Marc
Vaccination,Against,"In one case, a father was imprisoned for refusing to have a second child vaccinated after vaccination had killed the first.",krzana big,Marc
Vaccination,Against,"In recent years, HPV vaccination has suffered from growing public distrust and criticism in Europe.",krzana first week,Marc
Vaccination,Against,"In response to pharmaceutical manufacturersâ€™ threat to close their own vaccine factories, in 1986 Congress passed the National Childhood Vaccine Injury Act (NCVIA), protecting vaccine manufacturers from most financial liability associated with their products.",krzana big,Marc
Vaccination,Neutral,"In Scandinavian countries, which have the lowest infant mortality, vaccinations are voluntary and infants receive their first vaccination at 3 months of age.",krzana big,Marc
Vaccination,Favour,"In short, an unvaccinated few can have severe consequences for the community at large.",,Marc
Vaccination,Neutral,in terms of education she said parents concerned about vaccines would love to have more education but that it should include the potential harms and the limited legal liability for pharmaceutical companies,,Marc
Vaccination,Against,"In the Journal of the American Medical Association, July 3, 1926, p. 45, is an article by its Berlin correspondent discussing ""Nervous disturbances and Smallpox Vaccination.",krzana big,Marc
Vaccination,Against,"In the past 8 to 10 years: juvenile diabetes increased by 23%, cancer increased by 29%, ADHD increased by 43%, food allergies increased by 50%, asthma rates rose by almost 50%, Autism increased 150%.[84] Where is the healthy childhood that vaccines promised?",krzana big,Marc
Vaccination,Neutral,In the United States for example since just 1999 children are scheduled to routinely receive over 80 additional vaccines over their childhood as explained below.,krzana big,Marc
Vaccination,Against,"In this case, a two-month old boy, Owen Matthew Stokes (August 18, 2017- October 25, 2017) — lost his precious life 48 hours after his routine vaccines.",krzana big,Marc
Vaccination,Favour,"In Tübingen, this new form of malaria vaccination has already been successfully tested on healthy patients ""with very high efficacy,"" promises Kremsner.",krzana big,Marc
Vaccination,Favour,Indiegogo will ban fundraising for anti-vaccination projects,https://greenground.it/2019/04/28/indiegogo-will-ban-fundraising-for-anti-vaccination-projects/,Marc
Vaccination,Against,Individuals have the right to refuse vaccinations.,Perspectrum dataset,Marc
Vaccination,Favour,Ingredients in a vaccine are designed to be safe for children.,Perspectrum dataset,Marc
Vaccination,Neutral,Inoculation was adopted both in England and in America nearly half a century before Jenner's famous smallpox vaccine of 1796 but the death rate of about 2% from this method meant that it was mainly used during dangerous outbreaks of the disease and remained controversial.,Wikipedia: vaccination,Marc
Vaccination,Favour,"Insofar as vaccination is encouraged in part to provide indirect protection to unvaccinated individuals, there is the implication of risk—albeit a very small risk—being imposed on certain individuals for the benefit of other individuals.",,Marc
